문장번호,문장내용,형태소(품사),형태소(단어만)
2848,물론 실제란 놈은 언제고 원칙을 생색내주려 들지 않으니까,"[('물론', 'Adverb'), ('실제', 'Noun'), ('란', 'Noun'), ('놈', 'Noun'), ('은', 'Josa'), ('언제', 'Noun'), ('고', 'Josa'), ('원칙', 'Noun'), ('을', 'Josa'), ('생색', 'Noun'), ('내주다', 'Verb'), ('들다', 'Verb'), ('않다', 'Verb')]","['실제', '란', '놈', '언제', '원칙', '생색', '내주다', '들다', '않다']"
2849,그래서 대 복이의 대망도 장차 어떻게 될는지 모르기는 합니다.,"[('그래서', 'Adverb'), ('대다', 'Verb'), ('복', 'Noun'), ('이의', 'Noun'), ('대망', 'Noun'), ('도', 'Josa'), ('장차', 'Noun'), ('어떻다', 'Adjective'), ('되다', 'Verb'), ('모르다', 'Verb'), ('기다', 'Verb'), ('하다', 'Verb'), ('.', 'Punctuation')]","['대다', '복', '이의', '대망', '장차', '어떻다', '되다', '모르다', '기다', '하다']"
2850,첫째,"[('첫째', 'Noun')]",['첫째']
2851,둘이서(아니 저쪽에서) 뜻이 있어야 하고,"[('둘이서', 'Noun'), ('(', 'Punctuation'), ('아니다', 'Adjective'), ('저쪽', 'Noun'), ('에서', 'Josa'), (')', 'Punctuation'), ('뜻', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('하다', 'Verb')]","['둘이서', '아니다', '저쪽', '뜻', '있다', '하다']"
2852,윤직원 영감이 죽어 버리거나,"[('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('이', 'Josa'), ('죽다', 'Verb'), ('버리다', 'Verb')]","['윤직', '영감', '죽다', '버리다']"
2853,그렇잖으면 묵인을 해주거나 해야 하겠으니,"[('그렇다', 'Adjective'), ('묵인', 'Noun'), ('을', 'Josa'), ('해주다', 'Verb'), ('하다', 'Verb'), ('하다', 'Verb')]","['그렇다', '묵인', '해주다', '하다', '하다']"
2854,그것이 모두 미지수가 아니면 억지로다가 뛰어넘을 수는 없는 난관입니다.,"[('그것', 'Noun'), ('이', 'Josa'), ('모두', 'Noun'), ('미지수', 'Noun'), ('가', 'Josa'), ('아니다', 'Adjective'), ('억지로', 'Noun'), ('다가', 'Noun'), ('뛰어넘다', 'Verb'), ('수', 'Noun'), ('는', 'Josa'), ('없다', 'Adjective'), ('난관', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['그것', '모두', '미지수', '아니다', '억지로', '다가', '뛰어넘다', '수', '없다', '난관', '이다']"
2855,가령 윤직원 영감이 막고 못하게 하는 것을 저희 둘이서만 배가 맞아서 살  잔즉 서울아씨의 분재받은 5백석거리가 따라오지 않을 테니,"[('가령', 'Noun'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('이', 'Josa'), ('막다', 'Verb'), ('못', 'VerbPrefix'), ('하다', 'Verb'), ('하다', 'Verb'), ('것', 'Noun'), ('을', 'Josa'), ('저희', 'Noun'), ('둘이서', 'Noun'), ('만', 'Josa'), ('배', 'Noun'), ('가', 'Josa'), ('맞다', 'Verb'), ('살', 'Noun'), ('잔즉', 'Noun'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('의', 'Josa'), ('분재', 'Noun'), ('받다', 'Verb'), ('5', 'Number'), ('백', 'Modifier'), ('석', 'Modifier'), ('거리', 'Noun'), ('가', 'Josa'), ('따라오다', 'Verb'), ('않다', 'Verb'), ('테', 'Noun'), ('니', 'Josa')]","['가령', '윤직', '영감', '막다', '하다', '하다', '것', '저희', '둘이서', '배', '맞다', '살', '잔즉', '아씨', '분재', '받다', '거리', '따라오다', '않다', '테']"
2856,그건 대 복이로 앉아서 보면 목적을 전연 무시한 결과라,"[('그건', 'Adverb'), ('대다', 'Verb'), ('복', 'Noun'), ('이', 'Suffix'), ('로', 'Josa'), ('앉다', 'Verb'), ('보다', 'Verb'), ('목적', 'Noun'), ('을', 'Josa'), ('전연', 'Noun'), ('무시', 'Noun'), ('한', 'Josa'), ('결과', 'Noun'), ('라', 'Josa')]","['대다', '복', '앉다', '보다', '목적', '전연', '무시', '결과']"
2857,아무 의의도 없을 노릇입니다.,"[('아무', 'Noun'), ('의의', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('노릇', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['아무', '의의', '없다', '노릇', '이다']"
2858,대복이라는 사람이 본시 계집에게 반하고 어쩌고 할 활량도 아니요,"[('대', 'Modifier'), ('복', 'Noun'), ('이라는', 'Josa'), ('사람', 'Noun'), ('이', 'Josa'), ('본시', 'Noun'), ('계집', 'Noun'), ('에게', 'Josa'), ('반하다', 'Adjective'), ('어쩌', 'Noun'), ('고', 'Josa'), ('하다', 'Verb'), ('활량', 'Noun'), ('도', 'Josa'), ('아니다', 'Adjective')]","['복', '사람', '본시', '계집', '반하다', '어쩌', '하다', '활량', '아니다']"
2859,반할 필요도 없기는 하지만,"[('반하다', 'Adjective'), ('필요', 'Noun'), ('도', 'Josa'), ('없다', 'Adjective'), ('하지만', 'Conjunction')]","['반하다', '필요', '없다']"
2860,그러니 더구나 목 움츠리에,"[('그렇다', 'Adjective'), ('더구나', 'Noun'), ('목', 'Noun'), ('움츠리다', 'Verb')]","['그렇다', '더구나', '목', '움츠리다']"
2861,주근깨 바탕에,"[('주근깨', 'Noun'), ('바탕', 'Noun'), ('에', 'Josa')]","['주근깨', '바탕']"
2862,납작 코에,"[('납작', 'Noun'), ('코', 'Noun'), ('에', 'Josa')]","['납작', '코']"
2863,그런 빈대 상호의 서울아씨가 계집으로 하 그리 탐탁하다고 욕심이 날이치는 없읍니다.,"[('그렇다', 'Adjective'), ('빈대', 'Noun'), ('상호', 'Noun'), ('의', 'Josa'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('가', 'Josa'), ('계집', 'Noun'), ('으로', 'Josa'), ('하', 'Exclamation'), ('그리다', 'Verb'), ('타다', 'Verb'), ('탁하다', 'Adjective'), ('욕심', 'Noun'), ('이', 'Josa'), ('날다', 'Verb'), ('없다', 'Adjective'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['그렇다', '빈대', '상호', '아씨', '계집', '그리다', '타다', '탁하다', '욕심', '날다', '없다', '읍니']"
2864,다만 홀애비라는 밑천이 있으니까,"[('다만', 'Noun'), ('홀애비', 'Noun'), ('라는', 'Josa'), ('밑천', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective')]","['다만', '홀애비', '밑천', '있다']"
2865,5백석거리로 도금(鍍金)한 과부라는 데에 오직 친화성(親和性)이 발견될 따름이고,"[('5', 'Number'), ('백', 'Modifier'), ('석', 'Modifier'), ('거리', 'Noun'), ('로', 'Josa'), ('도금', 'Noun'), ('(', 'Punctuation'), ('鍍金', 'Foreign'), (')', 'Punctuation'), ('하다', 'Verb'), ('과부', 'Noun'), ('라는', 'Josa'), ('데', 'Noun'), ('에', 'Josa'), ('오직', 'Noun'), ('친', 'Noun'), ('화성', 'Noun'), ('(', 'Punctuation'), ('親和性', 'Foreign'), (')', 'Punctuation'), ('이', 'Noun'), ('발견', 'Noun'), ('되다', 'Verb'), ('따름', 'Noun'), ('이고', 'Josa')]","['거리', '도금', '하다', '과부', '데', '오직', '친', '화성', '이', '발견', '되다', '따름']"
2866,그게 대망의 촛점이지요.,"[('그게', 'Noun'), ('대망', 'Noun'), ('의', 'Josa'), ('촛점', 'Noun'), ('이지', 'Josa'), ('요', 'Noun'), ('.', 'Punctuation')]","['그게', '대망', '촛점', '요']"
2867,그러니까 시방 대복이는 제일단의 문제로,"[('그러니까', 'Adverb'), ('시방', 'Noun'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('는', 'Josa'), ('제', 'Modifier'), ('일단', 'Noun'), ('의', 'Josa'), ('문제', 'Noun'), ('로', 'Josa')]","['시방', '복', '일단', '문제']"
2868,서울아씨가 저에게 뜻이 있으면하고 바랍니다.,"[('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('가', 'Josa'), ('저', 'Noun'), ('에게', 'Josa'), ('뜻', 'Noun'), ('이', 'Josa'), ('있다', 'Adjective'), ('바라다', 'Verb'), ('.', 'Punctuation')]","['아씨', '저', '뜻', '있다', '바라다']"
2869,만약 그렇기만 하다면 일이 한 조각은 성공이니까,"[('만약', 'Noun'), ('그렇다', 'Adjective'), ('하다', 'Verb'), ('일이', 'Modifier'), ('하다', 'Verb'), ('조각', 'Noun'), ('은', 'Josa'), ('성공', 'Noun'), ('이니까', 'Josa')]","['만약', '그렇다', '하다', '하다', '조각', '성공']"
2870,매우 기뻐 할 현상이겠읍니다.,"[('매우', 'Noun'), ('기쁘다', 'Adjective'), ('하다', 'Verb'), ('현상', 'Noun'), ('이겠다', 'Verb'), ('읍', 'Noun'), ('니', 'Josa'), ('다', 'Adverb'), ('.', 'Punctuation')]","['매우', '기쁘다', '하다', '현상', '이겠다', '읍']"
2871,그러나 아무리 그렇더라도,"[('그러나', 'Conjunction'), ('아무리', 'Adverb'), ('그렇다', 'Adjective')]",['그렇다']
2872,가령 서울아씨가 쫓아나와서,"[('가령', 'Noun'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('가', 'Josa'), ('쫓다', 'Verb'), ('나오다', 'Verb')]","['가령', '아씨', '쫓다', '나오다']"
2873,제 허리띠에 목을 매고 늘어지더라도,"[('제', 'Noun'), ('허리띠', 'Noun'), ('에', 'Josa'), ('목', 'Noun'), ('을', 'Josa'), ('매다', 'Verb'), ('늘어지다', 'Verb')]","['제', '허리띠', '목', '매다', '늘어지다']"
2874,제이단의 난관인 윤직원 영감의 묵인이나 승낙이 없고 볼 것 같으면 알짜 5백석거리의 도금이 벗어져버린 서울아씨일 터인즉,"[('제', 'Modifier'), ('이단', 'Noun'), ('의', 'Josa'), ('난관', 'Noun'), ('인', 'Josa'), ('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('의', 'Josa'), ('묵인', 'Noun'), ('이나', 'Josa'), ('승낙', 'Noun'), ('이', 'Josa'), ('없다', 'Adjective'), ('볼', 'Noun'), ('것', 'Noun'), ('같다', 'Adjective'), ('알짜', 'Noun'), ('5', 'Number'), ('백', 'Modifier'), ('석', 'Modifier'), ('거리', 'Noun'), ('의', 'Josa'), ('도금', 'Noun'), ('이', 'Josa'), ('벗어지다', 'Verb'), ('버리다', 'Verb'), ('서울', 'Noun'), ('아씨', 'Noun'), ('일', 'Noun'), ('터', 'Noun'), ('인즉', 'Josa')]","['이단', '난관', '윤직', '영감', '묵인', '승낙', '없다', '볼', '것', '같다', '알짜', '거리', '도금', '벗어지다', '버리다', '서울', '아씨', '일', '터']"
2875,그는 단연코 그 정을 물리칠 것입니다.,"[('그', 'Noun'), ('는', 'Josa'), ('단연', 'Noun'), ('코', 'Noun'), ('그', 'Noun'), ('정', 'Noun'), ('을', 'Josa'), ('물리', 'Noun'), ('칠', 'Noun'), ('것', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['그', '단연', '코', '그', '정', '물리', '칠', '것', '이다']"
2876,몽글게 먹고 가늘게 싸더라도,"[('몽글', 'Adverb'), ('게', 'Noun'), ('먹다', 'Verb'), ('가늘다', 'Adjective'), ('싸다', 'Verb')]","['게', '먹다', '가늘다', '싸다']"
2877,윤직원 영감이 인제 죽을 때는 단돈 몇 천원이라도 끼쳐줄 눈치요,"[('윤직', 'Noun'), ('원', 'Suffix'), ('영감', 'Noun'), ('이', 'Josa'), ('인제', 'Noun'), ('죽', 'Noun'), ('을', 'Josa'), ('때', 'Noun'), ('는', 'Josa'), ('단돈', 'Noun'), ('몇', 'Noun'), ('천원', 'Noun'), ('이라도', 'Josa'), ('끼치다', 'Verb'), ('눈치', 'Noun'), ('요', 'Josa')]","['윤직', '영감', '인제', '죽', '때', '단돈', '몇', '천원', '끼치다', '눈치']"
2878,그것만은 외수가 없는 구멍인 것을,"[('그것', 'Noun'), ('만은', 'Josa'), ('외수', 'Noun'), ('가', 'Josa'), ('없다', 'Adjective'), ('구멍', 'Noun'), ('인', 'Josa'), ('것', 'Noun'), ('을', 'Josa')]","['그것', '외수', '없다', '구멍', '것']"
2879,잘못 하다가 그 구멍마저 놓쳐서는 큰 낭패이겠으니 말입니다.,"[('잘못', 'Noun'), ('하다', 'Verb'), ('그', 'Noun'), ('구멍', 'Noun'), ('마저', 'Josa'), ('놓치다', 'Verb'), ('서다', 'Verb'), ('크다', 'Verb'), ('낭패', 'Noun'), ('이겠다', 'Verb'), ('말', 'Noun'), ('이다', 'Adjective'), ('.', 'Punctuation')]","['잘못', '하다', '그', '구멍', '놓치다', '서다', '크다', '낭패', '이겠다', '말', '이다']"
2880,"""전서방님 오싰넌디 저녁진지상 주어 기라우…… ""삼남이가 안방 대뜰로 올라서면서 떼어놓고 하는 소립니다.","[('""', 'Punctuation'), ('전', 'Modifier'), ('서방', 'Noun'), ('님', 'Suffix'), ('오싰넌디', 'Noun'), ('저녁', 'Noun'), ('진지', 'Noun'), ('상', 'Suffix'), ('주어', 'Noun'), ('기', 'Modifier'), ('라우', 'Noun'), ('……', 'Punctuation'), ('""', 'Punctuation'), ('삼남', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('안방', 'Noun'), ('대', 'Modifier'), ('뜰', 'Noun'), ('로', 'Josa'), ('올라서다', 'Verb'), ('떼다', 'Verb'), ('하다', 'Verb'), ('소립', 'Noun'), ('니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['서방', '오싰넌디', '저녁', '진지', '주어', '라우', '삼남', '안방', '뜰', '올라서다', '떼다', '하다', '소립', '니']"
2881,"""전서방 오섰니?""
 안방에서 경손이와 태식이를 데리고","[('""', 'Punctuation'), ('전', 'Modifier'), ('서방', 'Noun'), ('오', 'Noun'), ('서다', 'Verb'), ('?""', 'Punctuation'), ('\n ', 'Foreign'), ('안방', 'Noun'), ('에서', 'Josa'), ('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('와', 'Josa'), ('태식', 'Noun'), ('이를', 'Josa'), ('데리', 'Noun'), ('고', 'Josa')]","['서방', '오', '서다', '안방', '손', '태식', '데리']"
2882,무슨 이야긴지 이야기를 하고 있던 서울 아씨가,"[('무슨', 'Noun'), ('이', 'Noun'), ('야', 'Josa'), ('긴지', 'Noun'), ('이야기', 'Noun'), ('를', 'Josa'), ('하다', 'Verb'), ('있다', 'Adjective'), ('서울', 'Noun'), ('아씨', 'Noun'), ('가', 'Josa')]","['무슨', '이', '긴지', '이야기', '하다', '있다', '서울', '아씨']"
2883,와락 반가운 소리로 대답을 하면서 마루로 나오더니 이어 부엌으로 내려갑니다.,"[('와락', 'Noun'), ('반갑다', 'Adjective'), ('소리', 'Noun'), ('로', 'Josa'), ('대답', 'Noun'), ('을', 'Josa'), ('하다', 'Verb'), ('마루', 'Noun'), ('로', 'Josa'), ('나오다', 'Verb'), ('이다', 'Verb'), ('부엌', 'Noun'), ('으로', 'Josa'), ('내려가다', 'Verb'), ('.', 'Punctuation')]","['와락', '반갑다', '소리', '대답', '하다', '마루', '나오다', '이다', '부엌', '내려가다']"
2884,전서방이고 반서방이고 간에,"[('전', 'Modifier'), ('서방', 'Noun'), ('이고', 'Josa'), ('반', 'Modifier'), ('서방', 'Noun'), ('이고', 'Josa'), ('간', 'Noun'), ('에', 'Josa')]","['서방', '서방', '간']"
2885,그의 밥상을 알은체할 며리도 없고,"[('그', 'Noun'), ('의', 'Josa'), ('밥상', 'Noun'), ('을', 'Josa'), ('알은체', 'Noun'), ('하다', 'Verb'), ('며', 'Noun'), ('리도', 'Noun'), ('없다', 'Adjective')]","['그', '밥상', '알은체', '하다', '며', '리도', '없다']"
2886,또 계제가 그렇게 되었더라도 삼월이를 불러대서 시키든지 조카며느리들한테 밀든지 할 것이지,"[('또', 'Noun'), ('계제', 'Noun'), ('가', 'Josa'), ('그렇게', 'Adverb'), ('되어다', 'Verb'), ('삼월', 'Noun'), ('이를', 'Josa'), ('불다', 'Verb'), ('대서', 'Noun'), ('시키다', 'Verb'), ('조카', 'Noun'), ('며느리', 'Noun'), ('들', 'Suffix'), ('한테', 'Josa'), ('밀', 'Noun'), ('든지', 'Josa'), ('하다', 'Verb'), ('것', 'Noun'), ('이지', 'Josa')]","['또', '계제', '되어다', '삼월', '불다', '대서', '시키다', '조카', '며느리', '밀', '하다', '것']"
2887,여느때는 부엌이라고 들여다보지도 않는 서울아씨로,"[('여느', 'Modifier'), ('때', 'Noun'), ('는', 'Josa'), ('부엌', 'Noun'), ('이라고', 'Josa'), ('들여다보다', 'Verb'), ('않다', 'Verb'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('로', 'Josa')]","['때', '부엌', '들여다보다', '않다', '아씨']"
2888,느닷없이 이리 서두는 것은 적실코 한 개의 이변이 아닐 수가 없읍니다.,"[('느닷없다', 'Adjective'), ('이리', 'Adverb'), ('서둘다', 'Verb'), ('것', 'Noun'), ('은', 'Josa'), ('적다', 'Verb'), ('코', 'Noun'), ('하다', 'Verb'), ('개', 'Noun'), ('의', 'Josa'), ('이변', 'Noun'), ('이', 'Josa'), ('아니다', 'Adjective'), ('수가', 'Noun'), ('없다', 'Adjective'), ('읍니', 'Noun'), ('다', 'Josa'), ('.', 'Punctuation')]","['느닷없다', '서둘다', '것', '적다', '코', '하다', '개', '이변', '아니다', '수가', '없다', '읍니']"
2889,경손이가 그 이변을 직각하고서 서울아씨가 나간 뒤에다 대고 고개를 끄덕 끄덕,"[('경', 'Modifier'), ('손', 'Noun'), ('이', 'Suffix'), ('가', 'Josa'), ('그', 'Noun'), ('이변', 'Noun'), ('을', 'Josa'), ('직각', 'Noun'), ('하다', 'Verb'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('가', 'Josa'), ('나가다', 'Verb'), ('뒤', 'Noun'), ('에다', 'Josa'), ('대고', 'Noun'), ('고개', 'Noun'), ('를', 'Josa'), ('끄덕', 'Noun'), ('끄덕', 'Noun')]","['손', '그', '이변', '직각', '하다', '아씨', '나가다', '뒤', '대고', '고개', '끄덕', '끄덕']"
2890,혓바닥을 날름날름합니다.,"[('혓바닥', 'Noun'), ('을', 'Josa'), ('날름날름', 'Adverb'), ('하다', 'Verb'), ('.', 'Punctuation')]","['혓바닥', '하다']"
2891,서울아씨는 물론 그런 눈치를 보인 줄은 모를 뿐 아니라,"[('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('는', 'Josa'), ('물론', 'Adverb'), ('그렇다', 'Adjective'), ('눈치', 'Noun'), ('를', 'Josa'), ('보이다', 'Verb'), ('줄', 'Noun'), ('은', 'Josa'), ('모르다', 'Verb'), ('뿐', 'Noun'), ('아니다', 'Adjective')]","['아씨', '그렇다', '눈치', '보이다', '줄', '모르다', '뿐', '아니다']"
2892,자신의 그러한 행동이 이변스러운 것조차 미처 깨닫지를 못합니다.,"[('자신', 'Noun'), ('의', 'Josa'), ('그러하다', 'Adjective'), ('행동', 'Noun'), ('이', 'Josa'), ('이변', 'Noun'), ('스러운', 'Josa'), ('것', 'Noun'), ('조차', 'Josa'), ('미처', 'Noun'), ('깨닫다', 'Verb'), ('못', 'VerbPrefix'), ('하다', 'Verb'), ('.', 'Punctuation')]","['자신', '그러하다', '행동', '이변', '것', '미처', '깨닫다', '하다']"
2893,하나,"[('하나', 'Noun')]",['하나']
2894,그렇다고 또 서울아씨가 대복이한테 깊수룸한 향의가 있는 것이냐  하면,"[('그렇다고', 'Conjunction'), ('또', 'Noun'), ('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('가', 'Josa'), ('대', 'Modifier'), ('복', 'Noun'), ('이', 'Suffix'), ('한테', 'Josa'), ('깊수룸', 'Noun'), ('한', 'Josa'), ('향의', 'Noun'), ('가', 'Josa'), ('있다', 'Adjective'), ('것', 'Noun'), ('이냐', 'Josa'), ('하다', 'Verb')]","['또', '아씨', '복', '깊수룸', '향의', '있다', '것', '하다']"
2895,실상인즉 그게 매우 모호해서 섬뻑 이렇다고 장담코 대답하기는 난감합니다.,"[('실상', 'Noun'), ('인즉', 'Josa'), ('그게', 'Noun'), ('매우', 'Noun'), ('모호하다', 'Adjective'), ('섬뻑', 'Noun'), ('이렇다', 'Adjective'), ('장담', 'Noun'), ('코', 'Noun'), ('대답', 'Noun'), ('하다', 'Verb'), ('난감하다', 'Adjective'), ('.', 'Punctuation')]","['실상', '그게', '매우', '모호하다', '섬뻑', '이렇다', '장담', '코', '대답', '하다', '난감하다']"
2896,혓바닥은 짧아도 침은 멀리 뱉는다고 합니다.,"[('혓바닥', 'Noun'), ('은', 'Josa'), ('짧다', 'Adjective'), ('침', 'Noun'), ('은', 'Josa'), ('멀리', 'Noun'), ('뱉다', 'Verb'), ('하다', 'Verb'), ('.', 'Punctuation')]","['혓바닥', '짧다', '침', '멀리', '뱉다', '하다']"
2897,서울아씨는,"[('서', 'Modifier'), ('울', 'Modifier'), ('아씨', 'Noun'), ('는', 'Josa')]",['아씨']
2898,다 참,"[('다', 'Adverb'), ('차다', 'Verb')]",['차다']
2899,양반의 집 자녀요,"[('양반', 'Noun'), ('의', 'Josa'), ('집', 'Noun'), ('자녀', 'Noun'), ('요', 'Josa')]","['양반', '집', '자녀']"
2900,양반의 집 며느리였고,"[('양반', 'Noun'), ('의', 'Josa'), ('집', 'Noun'), ('며느리', 'Noun'), ('이다', 'Verb')]","['양반', '집', '며느리', '이다']"
